"host_id","host_yrs_exp","host_is_superhost.f","host_is_superhost.t","neighbourhood","neighbourhood_cleansed","latitude","longitude","property_type","room_entire","room_hotel","room_private","room_shared","accommodates","bedrooms","beds","amenities","price","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","reviews_per_month","n_bathrooms","bathroom_private","bathroom_shared","log_price","amenity_qty","fNBHD","entire_prop","has_wifi","has_parking","has_heating","has_ac","has_tv","has_fridge"
3364096,9,1,0,"Denver, Colorado, United States","Highland",39.76091,-105.01205,"Entire rental unit",1,0,0,0,4,2,2,"[""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Room-darkening shades"", ""Essentials"", ""Children\u2019s books and toys"", ""Private entrance"", ""Shower gel"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""High chair"", ""Coffee maker"", ""Free parking on premises"", ""Conditioner"", ""Cleaning products"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Outlet covers"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Ceiling fan"", ""Portable fans"", ""Heating"", ""Wifi"", ""Body soap"", ""Window guards"", ""Gym"", ""Long term stays allowed"", ""Washer"", ""First aid kit""]",160,29,1125,29,29,1125,1125,29,1125,11,41,71,161,852,1,0,"2019-07-12","2021-04-17",4.72,4.83,4.71,4.89,4.78,4.91,4.76,"t",34.45,1,1,0,5.07517381523383,1,"Highland",2,1,1,1,1,1,1
3440535,9,0,1,"Denver, Colorado, United States","Stapleton",39.75706,-104.88374,"Entire residential home",1,0,0,0,6,3,3,"[""Wine glasses"", ""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Toaster"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""BBQ grill"", ""Bed linens"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Freezer"", ""Private entrance"", ""Hangers"", ""Kitchen"", ""High chair"", ""Coffee maker"", ""Barbecue utensils"", ""Conditioner"", ""Cleaning products"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Bathtub"", ""TV with standard cable"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Lockbox"", ""Indoor fireplace"", ""Pack \u2019n Play/travel crib"", ""Heating"", ""Wifi"", ""Body soap"", ""Hot water kettle"", ""Keurig coffee machine"", ""Washer"", ""First aid kit"", ""Cable TV"", ""Outdoor furniture"", ""Baking sheet""]",195,5,20,5,5,1125,1125,5,1125,2,7,15,137,155,11,1,"2014-09-20","2021-07-05",4.97,4.97,5,4.99,4.99,4.94,4.89,"f",1.86,2.5,1,0,5.27299955856375,1,"Stapleton",2,1,1,1,1,1,1
3654159,9,0,1,"Denver, Colorado, United States","Platt Park",39.69565,-104.983,"Entire bungalow",1,0,0,0,2,2,2,"[""Ethernet connection"", ""Clothing storage"", ""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Hot water"", ""Bed linens"", ""TV"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Shower gel"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Conditioner"", ""Cleaning products"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Lockbox"", ""Ceiling fan"", ""Portable fans"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Body soap"", ""Long term stays allowed"", ""First aid kit""]",119,2,60,2,2,1125,1125,2,1125,2,5,7,7,21,21,4,"2021-03-01","2021-07-16",5,4.95,5,4.95,4.9,4.95,5,"f",4.34,1,1,0,4.77912349311153,1,"Platt Park",2,1,1,1,1,1,1
3816358,9,0,1,"","Five Points",39.75916,-104.98068,"Entire residential home",1,0,0,0,8,3,6,"[""Hot water"", ""Iron"", ""Coffee maker"", ""Dryer"", ""Heating"", ""Dedicated workspace"", ""Hair dryer"", ""Refrigerator"", ""Oven"", ""Microwave"", ""Shampoo"", ""Patio or balcony"", ""Essentials"", ""Lockbox"", ""TV with standard cable"", ""Smoke alarm"", ""Long term stays allowed"", ""Dishwasher"", ""Washer"", ""Dishes and silverware"", ""Stove"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Kitchen"", ""Wifi"", ""Fire extinguisher"", ""Free street parking"", ""Air conditioning"", ""Cable TV""]",359,2,28,2,3,1125,1125,2.3,1125,3,14,21,191,121,15,2,"2014-03-11","2021-07-05",4.96,4.92,4.87,4.97,4.91,4.84,4.86,"f",1.35,2.5,1,0,5.88332238848828,1,"Five Points",2,1,1,1,1,1,1
3915386,9,0,1,"Denver, Colorado, United States","Lowry Field",39.72345,-104.89731,"Private room in townhouse",0,0,1,0,2,1,1,"[""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""TV with standard cable"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""Cable TV""]",56,30,35,30,30,35,35,30,35,0,0,19,19,87,4,0,"2015-04-22","2021-05-31",4.98,4.96,5,4.98,5,4.93,4.94,"f",1.14,1.5,1,0,4.02535169073515,1,"Lowry Field",1,1,1,1,1,1,1
3638426,9,0,1,"Denver, Colorado, United States","South Park Hill",39.74156,-104.91633,"Entire guest suite",1,0,0,0,4,2,2,"[""Wine glasses"", ""Extra pillows and blankets"", ""Patio or balcony"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Toaster"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Shared fenced garden or backyard"", ""Bed linens"", ""HDTV with Amazon Prime Video, HBO Max, Netflix, Roku"", ""Free driveway parking on premises \u2013 1 space"", ""Smoke alarm"", ""Room-darkening shades"", ""Essentials"", ""Freezer"", ""Children\u2019s books and toys"", ""Private entrance"", ""Shower gel"", ""Board games"", ""Hangers"", ""Drying rack for clothing"", ""Kitchen"", ""Coffee maker"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""One portable Dux induction burner is available induction stove"", ""Bread maker"", ""Tres Somme conditioner"", ""Paid washer \u2013 In unit"", ""Trader Joe's body soap"", ""Cleaning products"", ""Fire extinguisher"", ""Dedicated workspace"", ""Fire pit"", ""Iron"", ""Tres Somme shampoo"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Hot tub"", ""Indoor fireplace"", ""Portable fans"", ""Heating"", ""Wifi"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Dining table"", ""Outdoor furniture"", ""Clothing storage: closet and dresser"", ""Outdoor dining area"", ""Children\u2019s dinnerware""]",82,2,60,2,2,1125,1125,2,1125,0,6,27,295,317,38,5,"2018-05-01","2021-07-14",4.9,4.92,4.94,4.95,4.94,4.83,4.9,"f",8.06,1,1,0,4.40671924726425,1,"South Park Hill",2,1,1,1,0,1,1
372692,10,1,0,"Denver, Colorado, United States","West Highland",39.76652,-105.04398,"Private room in townhouse",0,0,1,0,1,4,3,"[""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Cable TV""]",25,30,365,30,30,365,365,30,365,0,0,0,202,3,0,0,"2014-10-29","2019-11-16",5,5,5,5,5,5,5,"f",0.04,3.5,1,0,3.2188758248682,1,"West Highland",1,1,1,1,1,1,1
489506,10,0,1,"","South Park Hill",39.75006,-104.93265,"Private room in residential home",0,0,1,0,4,2,2,"[""Fire extinguisher"", ""Heating"", ""Wifi"", ""Dedicated workspace"", ""Iron"", ""Extra pillows and blankets"", ""Hangers"", ""Kitchen"", ""Shampoo"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Washer"", ""Dryer"", ""Free parking on premises"", ""Hair dryer"", ""Smoke alarm"", ""Lockbox"", ""Essentials"", ""Indoor fireplace""]",180,1,1125,1,1,1125,1125,1,1125,7,31,60,60,18,1,0,"2014-03-26","2020-08-09",4.94,4.89,5,4.94,5,5,4.94,"f",0.2,1,1,0,5.19295685089021,1,"South Park Hill",1,1,1,1,0,0,0
4087056,9,1,0,"Denver, Colorado, United States","City Park West",39.74245,-104.9681,"Entire rental unit",1,0,0,0,2,1,1,"[""Oven"", ""Patio or balcony"", ""Shampoo"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Smoke alarm"", ""TV"", ""Backyard"", ""Essentials"", ""Cleaning before checkout"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Paid parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""Building staff"", ""Baking sheet""]",77,30,186,30,30,186,186,30,186,4,34,64,339,33,1,0,"2015-09-23","2021-04-03",4.78,4.7,4.91,4.78,4.61,4.97,4.72,"f",0.46,1,1,0,4.34380542185368,1,"City Park West",2,1,1,1,1,1,1
3344763,9,0,1,"Denver, Colorado, United States","Platt Park",39.68389,-104.98076,"Entire residential home",1,0,0,0,6,3,3,"[""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Smoke alarm"", ""TV"", ""Backyard"", ""Essentials"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer""]",228,3,49,3,3,49,49,3,49,1,3,7,243,87,7,2,"2013-06-20","2021-07-18",4.88,4.96,4.96,4.93,4.98,4.95,4.86,"f",0.88,3,1,0,5.42934562895444,1,"Platt Park",2,1,1,1,1,1,1
1275081,10,0,1,"Denver, Colorado, United States","Sunnyside",39.77989,-105.01581,"Entire residential home",1,0,0,0,2,2,2,"[""Private patio or balcony"", ""Wine glasses"", ""Extra pillows and blankets"", ""Oven"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Toaster"", ""Dishes and silverware"", ""Hot water"", ""Dedicated workspace: desk, monitor, office chair, and table"", ""Shared fenced garden or backyard"", ""Bed linens"", ""Smoke alarm"", ""Security cameras on property"", ""Room-darkening shades"", ""Essentials"", ""Freezer"", ""Private entrance"", ""Shower gel"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Trash compactor"", ""Cleaning products"", ""Fire extinguisher"", ""Fire pit"", ""Single level home"", ""Iron"", ""65\"" HDTV with Amazon Prime Video, Chromecast, Netflix, Roku"", ""Free dryer \u2013 In building"", ""Free street parking"", ""3 in 1 body soap"", ""Wifi \u2013 250 Mbps"", ""Refrigerator"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Lockbox"", ""Heating"", ""Clothing storage: closet"", ""Window guards"", ""Safe"", ""Hot water kettle"", ""3 in 1 shampoo"", ""Free washer \u2013 In building"", ""Keurig coffee machine"", ""Long term stays allowed"", ""First aid kit"", ""Dining table"", ""Outdoor furniture"", ""Baking sheet""]",163,2,60,2,2,60,60,2,60,0,0,0,0,50,9,2,"2013-10-28","2021-07-14",4.84,4.9,4.53,4.96,4.96,4.83,4.85,"f",0.53,1,1,0,5.09375020080676,1,"Sunnyside",2,1,1,1,1,1,1
4150751,9,0,1,"Denver, Colorado, United States","Congress Park",39.73433,-104.95666,"Private room in residential home",0,0,1,0,2,1,1,"[""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Lock on bedroom door"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Shower gel"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Barbecue utensils"", ""Free parking on premises"", ""Breakfast"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""Baking sheet""]",74,29,300,29,29,300,300,29,300,0,0,0,0,368,1,0,"2017-09-19","2020-09-27",4.94,4.95,4.95,4.99,4.96,4.94,4.96,"f",7.87,1,1,0,4.30406509320417,1,"Congress Park",1,1,1,1,1,0,1
4366942,9,1,0,"","City Park West",39.74965,-104.96088,"Entire bungalow",1,0,0,0,4,1,3,"[""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Pocket wifi"", ""Smoke alarm"", ""Essentials"", ""Private entrance"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Single level home"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Lockbox"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""Cable TV""]",105,30,1125,30,30,1125,1125,30,1125,1,20,30,30,75,5,0,"2013-05-13","2021-05-31",4.69,4.83,4.71,4.79,4.69,4.74,4.57,"f",0.75,1,1,0,4.65396035015752,1,"City Park West",2,1,1,1,1,1,1
4452973,9,1,0,"Denver, Colorado, United States","Goldsmith",39.67548,-104.92997,"Entire guest suite",1,0,0,0,6,2,5,"[""Free washer"", ""Wine glasses"", ""Central heating"", ""Extra pillows and blankets"", ""Patio or balcony"", ""Shampoo"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Toaster"", ""Dishes and silverware"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""TV"", ""Security cameras on property"", ""Essentials"", ""Mini fridge"", ""Backyard"", ""Freezer"", ""Private entrance"", ""Shower gel"", ""Board games"", ""Hangers"", ""Luggage dropoff allowed"", ""Kitchen"", ""Coffee maker"", ""Barbecue utensils"", ""Free parking on premises"", ""Conditioner"", ""Clothing storage: dresser"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Fireplace guards"", ""Portable fans"", ""Indoor fireplace"", ""Wifi"", ""Laundromat nearby"", ""Free dryer"", ""Long term stays allowed"", ""Dining table"", ""Outdoor furniture"", ""Building staff"", ""Outdoor dining area"", ""Baking sheet""]",151,1,150,1,2,1125,1125,1.3,1125,10,27,52,324,270,30,1,"2016-07-31","2021-06-21",4.68,4.74,4.73,4.92,4.87,4.74,4.67,"f",4.45,1,1,0,5.01727983681492,1,"Goldsmith",2,1,1,1,0,1,0
4911774,8,0,1,"Denver, Colorado, United States","Capitol Hill",39.73417,-104.97614,"Entire residential home",1,0,0,0,3,1,2,"[""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""TV"", ""Backyard"", ""Essentials"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Outdoor furniture""]",95,14,45,3,14,1125,1125,13.4,1125,4,8,18,283,309,5,0,"2015-05-08","2021-06-10",4.91,4.97,4.95,4.94,4.94,4.92,4.93,"f",4.09,1,1,0,4.55387689160054,1,"Capitol Hill",2,1,1,1,0,1,1
3378084,9,1,0,"Denver, Colorado, United States","Highland",39.75893,-105.01637,"Entire loft",1,0,0,0,2,1,0,"[""Shampoo"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dryer"", ""Hot water"", ""Smoke alarm"", ""Essentials"", ""Hangers"", ""Kitchen"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Hair dryer"", ""TV with standard cable"", ""Lockbox"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""Cable TV""]",129,29,1125,29,29,1125,1125,29,1125,1,12,30,305,64,7,1,"2014-05-24","2021-07-12",4.84,4.92,4.77,4.97,4.95,4.92,4.79,"f",0.73,1,1,0,4.85981240436167,1,"Highland",2,1,1,1,1,1,0
5173501,8,1,0,"Denver, Colorado, United States","Congress Park",39.7322,-104.94899,"Entire bungalow",1,0,0,0,4,2,3,"[""Wine glasses"", ""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Toaster"", ""BBQ grill"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Window AC unit"", ""Smoke alarm"", ""Backyard"", ""Room-darkening shades"", ""Essentials"", ""Freezer"", ""Private entrance"", ""Board games"", ""Hangers"", ""Luggage dropoff allowed"", ""Kitchen"", ""Coffee maker"", ""Barbecue utensils"", ""Trader Joe's body soap"", ""Pour-over coffee"", ""Cleaning products"", ""Fire extinguisher"", ""Dedicated workspace"", ""Single level home"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Bathtub"", ""TV with standard cable"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Lockbox"", ""Portable fans"", ""Wifi"", ""Bikes"", ""Hot water kettle"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Cable TV"", ""Dining table"", ""Outdoor furniture"", ""Clothing storage: closet and dresser"", ""Outdoor dining area"", ""Baking sheet"", ""Radiant heating""]",90,30,365,30,30,365,365,30,365,2,2,2,255,2,0,0,"2016-05-31","2018-09-16",5,5,5,5,5,5,4.5,"f",0.03,1,1,0,4.49980967033027,1,"Congress Park",2,1,1,1,0,1,1
5216325,8,1,0,"Denver, Colorado, United States","CBD",39.74646,-104.99688,"Entire condominium (condo)",1,0,0,0,4,2,2,"[""Indoor fireplace"", ""Hot water"", ""Iron"", ""TV"", ""Pool"", ""BBQ grill"", ""Elevator"", ""Coffee maker"", ""Single level home"", ""Dryer"", ""Heating"", ""Outdoor furniture"", ""Dedicated workspace"", ""Hair dryer"", ""Baking sheet"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Oven"", ""Microwave"", ""Shampoo"", ""Patio or balcony"", ""Essentials"", ""Smoke alarm"", ""Long term stays allowed"", ""Dishwasher"", ""Paid parking on premises"", ""Washer"", ""Dishes and silverware"", ""Stove"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hangers"", ""Kitchen"", ""Wifi"", ""Gym"", ""Fire extinguisher"", ""Building staff"", ""Bed linens""]",125,30,1125,30,30,1125,1125,30,1125,0,0,0,202,11,0,0,"2014-04-28","2019-08-02",4.73,4.82,4.82,4.73,4.73,4.91,4.6,"f",0.12,2,1,0,4.8283137373023,1,"CBD",2,1,1,1,0,1,1
4745285,8,0,1,"Denver, Colorado, United States","Stapleton",39.76001,-104.86888,"Entire guesthouse",1,0,0,0,4,1,1,"[""Oven"", ""Patio or balcony"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Smoke alarm"", ""Essentials"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""TV with standard cable"", ""Microwave"", ""Cooking basics"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""Cable TV""]",125,21,365,21,21,365,365,21,365,0,0,0,21,24,3,1,"2018-09-14","2021-06-29",5,5,4.96,5,5,4.96,5,"f",0.69,1,1,0,4.8283137373023,1,"Stapleton",2,1,1,1,1,1,1
2869051,9,1,0,"Denver, Colorado, United States","Five Points",39.75575,-104.97661,"Entire residential home",1,0,0,0,10,3,5,"[""Oven"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Smoke alarm"", ""Essentials"", ""Private entrance"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""TV with standard cable"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Cable TV""]",139,30,1125,30,30,1125,1125,30,1125,5,5,5,58,264,14,0,"2020-02-14","2020-11-08",4.55,4.64,4.57,4.9,4.83,4.55,4.48,"t",15.06,2,1,0,4.93447393313069,1,"Five Points",2,1,1,1,1,1,1
